Matches for frag_eroded_0.png:
Distance: 9.0, TrainIdx: 503, QueryIdx: 475
Distance: 43.0, TrainIdx: 18, QueryIdx: 165
Distance: 43.0, TrainIdx: 368, QueryIdx: 765
Distance: 44.0, TrainIdx: 24, QueryIdx: 73
Distance: 46.0, TrainIdx: 415, QueryIdx: 123
Distance: 46.0, TrainIdx: 353, QueryIdx: 403
Distance: 49.0, TrainIdx: 525, QueryIdx: 548
Distance: 49.0, TrainIdx: 244, QueryIdx: 1007
Distance: 50.0, TrainIdx: 567, QueryIdx: 413

Matches for frag_eroded_103.png:
Distance: 47.0, TrainIdx: 38, QueryIdx: 651
Distance: 47.0, TrainIdx: 155, QueryIdx: 780
Distance: 48.0, TrainIdx: 268, QueryIdx: 73
Distance: 48.0, TrainIdx: 628, QueryIdx: 946
Distance: 49.0, TrainIdx: 133, QueryIdx: 462
Distance: 49.0, TrainIdx: 590, QueryIdx: 901
Distance: 49.0, TrainIdx: 501, QueryIdx: 978
Distance: 50.0, TrainIdx: 298, QueryIdx: 247
Distance: 50.0, TrainIdx: 265, QueryIdx: 352
Distance: 52.0, TrainIdx: 636, QueryIdx: 165

Matches for frag_eroded_104.png:
Distance: 38.0, TrainIdx: 264, QueryIdx: 73
Distance: 42.0, TrainIdx: 160, QueryIdx: 403
Distance: 43.0, TrainIdx: 118, QueryIdx: 383
Distance: 44.0, TrainIdx: 226, QueryIdx: 165
Distance: 45.0, TrainIdx: 55, QueryIdx: 341
Distance: 47.0, TrainIdx: 43, QueryIdx: 512
Distance: 47.0, TrainIdx: 57, QueryIdx: 634
Distance: 49.0, TrainIdx: 42, QueryIdx: 123
Distance: 49.0, TrainIdx: 50, QueryIdx: 381
Distance: 52.0, TrainIdx: 225, QueryIdx: 548

Matches for frag_eroded_105.png:
Distance: 48.0, TrainIdx: 503, QueryIdx: 131
Distance: 48.0, TrainIdx: 59, QueryIdx: 826
Distance: 48.0, TrainIdx: 299, QueryIdx: 869
Distance: 48.0, TrainIdx: 182, QueryIdx: 1023
Distance: 50.0, TrainIdx: 181, QueryIdx: 606
Distance: 52.0, TrainIdx: 40, QueryIdx: 987
Distance: 52.0, TrainIdx: 293, QueryIdx: 998
Distance: 53.0, TrainIdx: 352, QueryIdx: 997
Distance: 54.0, TrainIdx: 5, QueryIdx: 468
Distance: 54.0, TrainIdx: 307, QueryIdx: 795

Matches for frag_eroded_106.png:
Distance: 41.0, TrainIdx: 76, QueryIdx: 61
Distance: 44.0, TrainIdx: 279, QueryIdx: 165
Distance: 45.0, TrainIdx: 230, QueryIdx: 413
Distance: 48.0, TrainIdx: 92, QueryIdx: 383
Distance: 48.0, TrainIdx: 432, QueryIdx: 651
Distance: 48.0, TrainIdx: 318, QueryIdx: 871
Distance: 49.0, TrainIdx: 402, QueryIdx: 499
Distance: 49.0, TrainIdx: 393, QueryIdx: 797
Distance: 51.0, TrainIdx: 342, QueryIdx: 342
Distance: 51.0, TrainIdx: 89, QueryIdx: 768

Matches for frag_eroded_107.png:
Distance: 42.0, TrainIdx: 74, QueryIdx: 462
Distance: 48.0, TrainIdx: 55, QueryIdx: 686
Distance: 48.0, TrainIdx: 252, QueryIdx: 985
Distance: 49.0, TrainIdx: 206, QueryIdx: 876
Distance: 51.0, TrainIdx: 130, QueryIdx: 765
Distance: 51.0, TrainIdx: 21, QueryIdx: 847
Distance: 55.0, TrainIdx: 257, QueryIdx: 453
Distance: 55.0, TrainIdx: 11, QueryIdx: 617
Distance: 55.0, TrainIdx: 190, QueryIdx: 901
Distance: 57.0, TrainIdx: 155, QueryIdx: 696

Matches for frag_eroded_108.png:
Distance: 42.0, TrainIdx: 167, QueryIdx: 581
Distance: 44.0, TrainIdx: 419, QueryIdx: 787
Distance: 46.0, TrainIdx: 483, QueryIdx: 944
Distance: 49.0, TrainIdx: 186, QueryIdx: 462
Distance: 50.0, TrainIdx: 481, QueryIdx: 826
Distance: 50.0, TrainIdx: 569, QueryIdx: 1023
Distance: 51.0, TrainIdx: 144, QueryIdx: 3
Distance: 51.0, TrainIdx: 634, QueryIdx: 165
Distance: 52.0, TrainIdx: 316, QueryIdx: 932
Distance: 53.0, TrainIdx: 513, QueryIdx: 651

Matches for frag_eroded_109.png:
Distance: 52.0, TrainIdx: 214, QueryIdx: 131
Distance: 58.0, TrainIdx: 37, QueryIdx: 462
Distance: 58.0, TrainIdx: 230, QueryIdx: 541
Distance: 62.0, TrainIdx: 199, QueryIdx: 548
Distance: 64.0, TrainIdx: 217, QueryIdx: 214
Distance: 64.0, TrainIdx: 81, QueryIdx: 248
Distance: 64.0, TrainIdx: 0, QueryIdx: 383
Distance: 65.0, TrainIdx: 38, QueryIdx: 381
Distance: 66.0, TrainIdx: 210, QueryIdx: 974
Distance: 67.0, TrainIdx: 47, QueryIdx: 137

Matches for frag_eroded_11.png:
Distance: 32.0, TrainIdx: 103, QueryIdx: 173
Distance: 45.0, TrainIdx: 221, QueryIdx: 932
Distance: 46.0, TrainIdx: 212, QueryIdx: 447
Distance: 46.0, TrainIdx: 275, QueryIdx: 795
Distance: 48.0, TrainIdx: 336, QueryIdx: 165
Distance: 48.0, TrainIdx: 229, QueryIdx: 686
Distance: 48.0, TrainIdx: 142, QueryIdx: 881
Distance: 49.0, TrainIdx: 217, QueryIdx: 108
Distance: 49.0, TrainIdx: 413, QueryIdx: 548
Distance: 49.0, TrainIdx: 218, QueryIdx: 885

Matches for frag_eroded_110.png:
Distance: 52.0, TrainIdx: 126, QueryIdx: 462
Distance: 56.0, TrainIdx: 107, QueryIdx: 379
Distance: 56.0, TrainIdx: 83, QueryIdx: 468
Distance: 57.0, TrainIdx: 360, QueryIdx: 541
Distance: 57.0, TrainIdx: 15, QueryIdx: 1014
Distance: 59.0, TrainIdx: 291, QueryIdx: 220
Distance: 60.0, TrainIdx: 262, QueryIdx: 216
Distance: 61.0, TrainIdx: 368, QueryIdx: 131
Distance: 61.0, TrainIdx: 209, QueryIdx: 876
Distance: 63.0, TrainIdx: 191, QueryIdx: 282

Matches for frag_eroded_111.png:
Distance: 44.0, TrainIdx: 22, QueryIdx: 499
Distance: 46.0, TrainIdx: 115, QueryIdx: 165
Distance: 50.0, TrainIdx: 212, QueryIdx: 896
Distance: 52.0, TrainIdx: 106, QueryIdx: 858
Distance: 52.0, TrainIdx: 199, QueryIdx: 932
Distance: 53.0, TrainIdx: 389, QueryIdx: 131
Distance: 53.0, TrainIdx: 272, QueryIdx: 245
Distance: 53.0, TrainIdx: 193, QueryIdx: 383
Distance: 53.0, TrainIdx: 324, QueryIdx: 876
Distance: 53.0, TrainIdx: 300, QueryIdx: 951

Matches for frag_eroded_112.png:
Distance: 38.0, TrainIdx: 238, QueryIdx: 869
Distance: 39.0, TrainIdx: 441, QueryIdx: 403
Distance: 42.0, TrainIdx: 601, QueryIdx: 540
Distance: 42.0, TrainIdx: 338, QueryIdx: 1023
Distance: 44.0, TrainIdx: 515, QueryIdx: 264
Distance: 45.0, TrainIdx: 390, QueryIdx: 712
Distance: 46.0, TrainIdx: 279, QueryIdx: 770
Distance: 46.0, TrainIdx: 510, QueryIdx: 876
Distance: 47.0, TrainIdx: 243, QueryIdx: 651
Distance: 48.0, TrainIdx: 58, QueryIdx: 746

Matches for frag_eroded_113.png:
Distance: 48.0, TrainIdx: 345, QueryIdx: 548
Distance: 49.0, TrainIdx: 346, QueryIdx: 634
Distance: 52.0, TrainIdx: 327, QueryIdx: 980
Distance: 53.0, TrainIdx: 14, QueryIdx: 1018
Distance: 55.0, TrainIdx: 188, QueryIdx: 383
Distance: 56.0, TrainIdx: 67, QueryIdx: 139
Distance: 57.0, TrainIdx: 299, QueryIdx: 617
Distance: 57.0, TrainIdx: 208, QueryIdx: 758
Distance: 57.0, TrainIdx: 343, QueryIdx: 841
Distance: 58.0, TrainIdx: 340, QueryIdx: 136

Matches for frag_eroded_114.png:
Distance: 43.0, TrainIdx: 167, QueryIdx: 516
Distance: 46.0, TrainIdx: 491, QueryIdx: 327
Distance: 49.0, TrainIdx: 22, QueryIdx: 961
Distance: 50.0, TrainIdx: 117, QueryIdx: 52
Distance: 50.0, TrainIdx: 325, QueryIdx: 165
Distance: 51.0, TrainIdx: 42, QueryIdx: 73
Distance: 51.0, TrainIdx: 147, QueryIdx: 273
Distance: 51.0, TrainIdx: 27, QueryIdx: 932
Distance: 52.0, TrainIdx: 449, QueryIdx: 901
Distance: 53.0, TrainIdx: 539, QueryIdx: 634

Matches for frag_eroded_115.png:
Distance: 41.0, TrainIdx: 194, QueryIdx: 564
Distance: 48.0, TrainIdx: 0, QueryIdx: 2
Distance: 49.0, TrainIdx: 532, QueryIdx: 123
Distance: 50.0, TrainIdx: 103, QueryIdx: 65
Distance: 50.0, TrainIdx: 317, QueryIdx: 535
Distance: 53.0, TrainIdx: 541, QueryIdx: 381
Distance: 53.0, TrainIdx: 488, QueryIdx: 403
Distance: 53.0, TrainIdx: 149, QueryIdx: 797
Distance: 53.0, TrainIdx: 240, QueryIdx: 876
Distance: 54.0, TrainIdx: 175, QueryIdx: 246

Matches for frag_eroded_116.png:
Distance: 45.0, TrainIdx: 599, QueryIdx: 548
Distance: 46.0, TrainIdx: 392, QueryIdx: 458
Distance: 48.0, TrainIdx: 234, QueryIdx: 165
Distance: 49.0, TrainIdx: 470, QueryIdx: 73
Distance: 49.0, TrainIdx: 241, QueryIdx: 932
Distance: 49.0, TrainIdx: 325, QueryIdx: 961
Distance: 50.0, TrainIdx: 605, QueryIdx: 131
Distance: 50.0, TrainIdx: 486, QueryIdx: 403
Distance: 50.0, TrainIdx: 125, QueryIdx: 651
Distance: 50.0, TrainIdx: 288, QueryIdx: 1026

Matches for frag_eroded_117.png:
Distance: 34.0, TrainIdx: 338, QueryIdx: 869
Distance: 38.0, TrainIdx: 254, QueryIdx: 780
Distance: 43.0, TrainIdx: 121, QueryIdx: 938
Distance: 45.0, TrainIdx: 369, QueryIdx: 876
Distance: 46.0, TrainIdx: 278, QueryIdx: 165
Distance: 46.0, TrainIdx: 119, QueryIdx: 795
Distance: 48.0, TrainIdx: 536, QueryIdx: 73
Distance: 48.0, TrainIdx: 511, QueryIdx: 335
Distance: 49.0, TrainIdx: 293, QueryIdx: 709
Distance: 49.0, TrainIdx: 105, QueryIdx: 768

Matches for frag_eroded_118.png:
Distance: 45.0, TrainIdx: 398, QueryIdx: 932
Distance: 46.0, TrainIdx: 651, QueryIdx: 548
Distance: 46.0, TrainIdx: 274, QueryIdx: 858
Distance: 47.0, TrainIdx: 78, QueryIdx: 66
Distance: 48.0, TrainIdx: 84, QueryIdx: 533
Distance: 48.0, TrainIdx: 276, QueryIdx: 885
Distance: 49.0, TrainIdx: 212, QueryIdx: 165
Distance: 50.0, TrainIdx: 285, QueryIdx: 797
Distance: 51.0, TrainIdx: 499, QueryIdx: 676
Distance: 52.0, TrainIdx: 283, QueryIdx: 61

Matches for frag_eroded_119.png:
Distance: 54.0, TrainIdx: 27, QueryIdx: 247
Distance: 56.0, TrainIdx: 29, QueryIdx: 61
Distance: 58.0, TrainIdx: 2, QueryIdx: 248
Distance: 58.0, TrainIdx: 40, QueryIdx: 425
Distance: 59.0, TrainIdx: 44, QueryIdx: 131
Distance: 62.0, TrainIdx: 9, QueryIdx: 295
Distance: 62.0, TrainIdx: 1, QueryIdx: 901
Distance: 63.0, TrainIdx: 13, QueryIdx: 316
Distance: 63.0, TrainIdx: 30, QueryIdx: 554
Distance: 63.0, TrainIdx: 20, QueryIdx: 696

Matches for frag_eroded_12.png:
Distance: 43.0, TrainIdx: 23, QueryIdx: 383
Distance: 45.0, TrainIdx: 44, QueryIdx: 885
Distance: 46.0, TrainIdx: 38, QueryIdx: 133
Distance: 47.0, TrainIdx: 341, QueryIdx: 896
Distance: 48.0, TrainIdx: 244, QueryIdx: 248
Distance: 48.0, TrainIdx: 141, QueryIdx: 476
Distance: 49.0, TrainIdx: 844, QueryIdx: 78
Distance: 49.0, TrainIdx: 82, QueryIdx: 871
Distance: 49.0, TrainIdx: 366, QueryIdx: 1014
Distance: 50.0, TrainIdx: 266, QueryIdx: 899

Matches for frag_eroded_120.png:
Distance: 54.0, TrainIdx: 63, QueryIdx: 458
Distance: 55.0, TrainIdx: 184, QueryIdx: 541
Distance: 55.0, TrainIdx: 106, QueryIdx: 882
Distance: 56.0, TrainIdx: 167, QueryIdx: 131
Distance: 56.0, TrainIdx: 185, QueryIdx: 136
Distance: 57.0, TrainIdx: 23, QueryIdx: 518
Distance: 57.0, TrainIdx: 62, QueryIdx: 655
Distance: 58.0, TrainIdx: 139, QueryIdx: 603
Distance: 58.0, TrainIdx: 129, QueryIdx: 974
Distance: 58.0, TrainIdx: 124, QueryIdx: 1014

Matches for frag_eroded_121.png:
Distance: 18.0, TrainIdx: 36, QueryIdx: 220
Distance: 45.0, TrainIdx: 443, QueryIdx: 131
Distance: 45.0, TrainIdx: 329, QueryIdx: 780
Distance: 47.0, TrainIdx: 351, QueryIdx: 280
Distance: 49.0, TrainIdx: 151, QueryIdx: 61
Distance: 51.0, TrainIdx: 331, QueryIdx: 2
Distance: 51.0, TrainIdx: 159, QueryIdx: 1023
Distance: 52.0, TrainIdx: 444, QueryIdx: 136
Distance: 52.0, TrainIdx: 164, QueryIdx: 189
Distance: 52.0, TrainIdx: 282, QueryIdx: 367

Matches for frag_eroded_122.png:
Distance: 39.0, TrainIdx: 115, QueryIdx: 341
Distance: 45.0, TrainIdx: 62, QueryIdx: 12
Distance: 46.0, TrainIdx: 30, QueryIdx: 519
Distance: 46.0, TrainIdx: 144, QueryIdx: 540
Distance: 46.0, TrainIdx: 171, QueryIdx: 548
Distance: 47.0, TrainIdx: 160, QueryIdx: 413
Distance: 48.0, TrainIdx: 168, QueryIdx: 2
Distance: 48.0, TrainIdx: 116, QueryIdx: 92
Distance: 48.0, TrainIdx: 147, QueryIdx: 551
Distance: 49.0, TrainIdx: 185, QueryIdx: 280

Matches for frag_eroded_124.png:
Distance: 9.0, TrainIdx: 123, QueryIdx: 136
Distance: 33.0, TrainIdx: 122, QueryIdx: 73
Distance: 46.0, TrainIdx: 285, QueryIdx: 2
Distance: 46.0, TrainIdx: 200, QueryIdx: 165
Distance: 46.0, TrainIdx: 167, QueryIdx: 869
Distance: 47.0, TrainIdx: 230, QueryIdx: 381
Distance: 47.0, TrainIdx: 133, QueryIdx: 540
Distance: 49.0, TrainIdx: 276, QueryIdx: 61
Distance: 49.0, TrainIdx: 220, QueryIdx: 78
Distance: 49.0, TrainIdx: 232, QueryIdx: 403

Matches for frag_eroded_125.png:
Distance: 49.0, TrainIdx: 116, QueryIdx: 1015
Distance: 51.0, TrainIdx: 253, QueryIdx: 1002
Distance: 54.0, TrainIdx: 236, QueryIdx: 541
Distance: 54.0, TrainIdx: 75, QueryIdx: 840
Distance: 56.0, TrainIdx: 255, QueryIdx: 383
Distance: 56.0, TrainIdx: 76, QueryIdx: 458
Distance: 56.0, TrainIdx: 36, QueryIdx: 1013
Distance: 57.0, TrainIdx: 239, QueryIdx: 548
Distance: 58.0, TrainIdx: 256, QueryIdx: 131
Distance: 58.0, TrainIdx: 181, QueryIdx: 247

Matches for frag_eroded_126.png:
Distance: 20.0, TrainIdx: 282, QueryIdx: 462
Distance: 20.0, TrainIdx: 346, QueryIdx: 624
Distance: 45.0, TrainIdx: 21, QueryIdx: 165
Distance: 45.0, TrainIdx: 364, QueryIdx: 248
Distance: 46.0, TrainIdx: 342, QueryIdx: 796
Distance: 46.0, TrainIdx: 165, QueryIdx: 869
Distance: 49.0, TrainIdx: 290, QueryIdx: 293
Distance: 49.0, TrainIdx: 275, QueryIdx: 651
Distance: 49.0, TrainIdx: 257, QueryIdx: 932
Distance: 50.0, TrainIdx: 154, QueryIdx: 327

Matches for frag_eroded_127.png:
Distance: 49.0, TrainIdx: 133, QueryIdx: 548
Distance: 52.0, TrainIdx: 138, QueryIdx: 131
Distance: 56.0, TrainIdx: 143, QueryIdx: 541
Distance: 59.0, TrainIdx: 165, QueryIdx: 136
Distance: 60.0, TrainIdx: 91, QueryIdx: 462
Distance: 61.0, TrainIdx: 75, QueryIdx: 383
Distance: 62.0, TrainIdx: 155, QueryIdx: 186
Distance: 62.0, TrainIdx: 140, QueryIdx: 625
Distance: 63.0, TrainIdx: 161, QueryIdx: 634
Distance: 63.0, TrainIdx: 159, QueryIdx: 909

Matches for frag_eroded_128.png:
Distance: 42.0, TrainIdx: 114, QueryIdx: 164
Distance: 46.0, TrainIdx: 246, QueryIdx: 377
Distance: 50.0, TrainIdx: 321, QueryIdx: 229
Distance: 53.0, TrainIdx: 255, QueryIdx: 968
Distance: 54.0, TrainIdx: 112, QueryIdx: 462
Distance: 56.0, TrainIdx: 412, QueryIdx: 72
Distance: 56.0, TrainIdx: 395, QueryIdx: 248
Distance: 56.0, TrainIdx: 300, QueryIdx: 394
Distance: 56.0, TrainIdx: 67, QueryIdx: 796
Distance: 57.0, TrainIdx: 9, QueryIdx: 608

Matches for frag_eroded_129.png:
Distance: 49.0, TrainIdx: 282, QueryIdx: 548
Distance: 49.0, TrainIdx: 270, QueryIdx: 643
Distance: 51.0, TrainIdx: 75, QueryIdx: 458
Distance: 51.0, TrainIdx: 113, QueryIdx: 848
Distance: 51.0, TrainIdx: 40, QueryIdx: 955
Distance: 52.0, TrainIdx: 246, QueryIdx: 165
Distance: 52.0, TrainIdx: 100, QueryIdx: 811
Distance: 52.0, TrainIdx: 32, QueryIdx: 901
Distance: 52.0, TrainIdx: 99, QueryIdx: 1002
Distance: 52.0, TrainIdx: 304, QueryIdx: 1020

Matches for frag_eroded_13.png:
Distance: 46.0, TrainIdx: 167, QueryIdx: 885
Distance: 49.0, TrainIdx: 159, QueryIdx: 779
Distance: 49.0, TrainIdx: 110, QueryIdx: 871
Distance: 50.0, TrainIdx: 683, QueryIdx: 381
Distance: 50.0, TrainIdx: 794, QueryIdx: 383
Distance: 50.0, TrainIdx: 762, QueryIdx: 553
Distance: 52.0, TrainIdx: 743, QueryIdx: 425
Distance: 52.0, TrainIdx: 746, QueryIdx: 608
Distance: 53.0, TrainIdx: 513, QueryIdx: 501
Distance: 53.0, TrainIdx: 206, QueryIdx: 548

Matches for frag_eroded_130.png:
Distance: 47.0, TrainIdx: 26, QueryIdx: 1014
Distance: 51.0, TrainIdx: 63, QueryIdx: 383
Distance: 51.0, TrainIdx: 470, QueryIdx: 548
Distance: 52.0, TrainIdx: 457, QueryIdx: 61
Distance: 52.0, TrainIdx: 197, QueryIdx: 433
Distance: 52.0, TrainIdx: 79, QueryIdx: 991
Distance: 53.0, TrainIdx: 451, QueryIdx: 131
Distance: 55.0, TrainIdx: 136, QueryIdx: 462
Distance: 55.0, TrainIdx: 455, QueryIdx: 541
Distance: 55.0, TrainIdx: 44, QueryIdx: 651

Matches for frag_eroded_131.png:
Distance: 45.0, TrainIdx: 67, QueryIdx: 173
Distance: 51.0, TrainIdx: 167, QueryIdx: 383
Distance: 52.0, TrainIdx: 275, QueryIdx: 248
Distance: 52.0, TrainIdx: 135, QueryIdx: 381
Distance: 52.0, TrainIdx: 125, QueryIdx: 796
Distance: 52.0, TrainIdx: 30, QueryIdx: 926
Distance: 53.0, TrainIdx: 39, QueryIdx: 433
Distance: 53.0, TrainIdx: 14, QueryIdx: 468
Distance: 54.0, TrainIdx: 226, QueryIdx: 548
Distance: 54.0, TrainIdx: 77, QueryIdx: 766

Matches for frag_eroded_132.png:
Distance: 45.0, TrainIdx: 278, QueryIdx: 780
Distance: 45.0, TrainIdx: 158, QueryIdx: 876
Distance: 47.0, TrainIdx: 526, QueryIdx: 73
Distance: 48.0, TrainIdx: 156, QueryIdx: 730
Distance: 49.0, TrainIdx: 167, QueryIdx: 980
Distance: 50.0, TrainIdx: 506, QueryIdx: 566
Distance: 50.0, TrainIdx: 192, QueryIdx: 869
Distance: 51.0, TrainIdx: 171, QueryIdx: 746
Distance: 51.0, TrainIdx: 399, QueryIdx: 901
Distance: 52.0, TrainIdx: 527, QueryIdx: 215

Matches for frag_eroded_133.png:
Distance: 43.0, TrainIdx: 319, QueryIdx: 540
Distance: 44.0, TrainIdx: 315, QueryIdx: 391
Distance: 45.0, TrainIdx: 245, QueryIdx: 745
Distance: 45.0, TrainIdx: 474, QueryIdx: 871
Distance: 47.0, TrainIdx: 98, QueryIdx: 651
Distance: 48.0, TrainIdx: 91, QueryIdx: 341
Distance: 49.0, TrainIdx: 313, QueryIdx: 519
Distance: 50.0, TrainIdx: 239, QueryIdx: 458
Distance: 50.0, TrainIdx: 103, QueryIdx: 795
Distance: 51.0, TrainIdx: 491, QueryIdx: 499

Matches for frag_eroded_134.png:
Distance: 55.0, TrainIdx: 187, QueryIdx: 468
Distance: 55.0, TrainIdx: 179, QueryIdx: 876
Distance: 56.0, TrainIdx: 40, QueryIdx: 462
Distance: 57.0, TrainIdx: 244, QueryIdx: 131
Distance: 58.0, TrainIdx: 217, QueryIdx: 541
Distance: 59.0, TrainIdx: 70, QueryIdx: 216
Distance: 59.0, TrainIdx: 231, QueryIdx: 425
Distance: 59.0, TrainIdx: 161, QueryIdx: 974
Distance: 60.0, TrainIdx: 31, QueryIdx: 796
Distance: 61.0, TrainIdx: 144, QueryIdx: 214

Matches for frag_eroded_135.png:
Distance: 43.0, TrainIdx: 49, QueryIdx: 52
Distance: 47.0, TrainIdx: 40, QueryIdx: 745
Distance: 48.0, TrainIdx: 171, QueryIdx: 327
Distance: 48.0, TrainIdx: 80, QueryIdx: 383
Distance: 48.0, TrainIdx: 160, QueryIdx: 403
Distance: 49.0, TrainIdx: 135, QueryIdx: 971
Distance: 50.0, TrainIdx: 192, QueryIdx: 165
Distance: 50.0, TrainIdx: 223, QueryIdx: 356
Distance: 50.0, TrainIdx: 209, QueryIdx: 651
Distance: 51.0, TrainIdx: 46, QueryIdx: 447

Matches for frag_eroded_136.png:
Distance: 47.0, TrainIdx: 261, QueryIdx: 876
Distance: 48.0, TrainIdx: 305, QueryIdx: 617
Distance: 48.0, TrainIdx: 62, QueryIdx: 847
Distance: 49.0, TrainIdx: 184, QueryIdx: 433
Distance: 49.0, TrainIdx: 258, QueryIdx: 548
Distance: 49.0, TrainIdx: 228, QueryIdx: 643
Distance: 49.0, TrainIdx: 264, QueryIdx: 921
Distance: 49.0, TrainIdx: 209, QueryIdx: 932
Distance: 50.0, TrainIdx: 165, QueryIdx: 173
Distance: 52.0, TrainIdx: 349, QueryIdx: 61

Matches for frag_eroded_137.png:
Distance: 53.0, TrainIdx: 215, QueryIdx: 131
Distance: 55.0, TrainIdx: 251, QueryIdx: 136
Distance: 55.0, TrainIdx: 241, QueryIdx: 541
Distance: 57.0, TrainIdx: 199, QueryIdx: 383
Distance: 57.0, TrainIdx: 197, QueryIdx: 425
Distance: 58.0, TrainIdx: 33, QueryIdx: 944
Distance: 59.0, TrainIdx: 202, QueryIdx: 2
Distance: 60.0, TrainIdx: 86, QueryIdx: 462
Distance: 61.0, TrainIdx: 128, QueryIdx: 811
Distance: 64.0, TrainIdx: 47, QueryIdx: 858

Matches for frag_eroded_138.png:
Distance: 39.0, TrainIdx: 453, QueryIdx: 73
Distance: 40.0, TrainIdx: 153, QueryIdx: 869
Distance: 41.0, TrainIdx: 361, QueryIdx: 651
Distance: 41.0, TrainIdx: 95, QueryIdx: 991
Distance: 47.0, TrainIdx: 642, QueryIdx: 136
Distance: 47.0, TrainIdx: 344, QueryIdx: 342
Distance: 47.0, TrainIdx: 144, QueryIdx: 548
Distance: 48.0, TrainIdx: 147, QueryIdx: 2
Distance: 48.0, TrainIdx: 648, QueryIdx: 165
Distance: 48.0, TrainIdx: 534, QueryIdx: 245

Matches for frag_eroded_139.png:
Distance: 47.0, TrainIdx: 42, QueryIdx: 383
Distance: 50.0, TrainIdx: 342, QueryIdx: 342
Distance: 50.0, TrainIdx: 346, QueryIdx: 499
Distance: 51.0, TrainIdx: 207, QueryIdx: 548
Distance: 52.0, TrainIdx: 135, QueryIdx: 165
Distance: 53.0, TrainIdx: 351, QueryIdx: 425
Distance: 53.0, TrainIdx: 30, QueryIdx: 751
Distance: 54.0, TrainIdx: 41, QueryIdx: 439
Distance: 54.0, TrainIdx: 62, QueryIdx: 895
Distance: 54.0, TrainIdx: 124, QueryIdx: 985

Matches for frag_eroded_14.png:
Distance: 48.0, TrainIdx: 101, QueryIdx: 462
Distance: 50.0, TrainIdx: 242, QueryIdx: 220
Distance: 50.0, TrainIdx: 15, QueryIdx: 229
